Protein IDs	protein names	Gene names SINGLE	ENSG	ENSP	logP	q-value
Q8NF50-4;Q8NF50-3;Q8NF50-2;Q8NF50;A2A369;E9PDJ4;C9J7A3;A2A370;C9J613	Dedicator of cytokinesis protein 8	DOCK8	ENSG00000107099	ENSP00000371766;ENSP00000371768;ENSP00000394888;ENSP00000408464;ENSP00000417082;ENSP00000417691;ENSP00000418318;ENSP00000418587;ENSP00000419438;ENSP00000436628	6.91094785	4.06E-06
Q8NFU3-3;Q8NFU3;Q8NFU3-4	Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1	TSTD1	ENSG00000215845	ENSP00000325518;ENSP00000357002;ENSP00000357003;ENSP00000388293;ENSP00000473633	0.037771322	0.953384795
Q8NG06	E3 ubiquitin-protein ligase TRIM58	TRIM58	ENSG00000162722	ENSP00000355437	10.47949288	1.01E-08
Q8TC12;G3V2G6;Q8TC12-3;Q8TC12-2;H0YIZ8;G3V234	Retinol dehydrogenase 11	RDH11	ENSG00000072042;ENSG00000258466	ENSP00000370750;ENSP00000416395;ENSP00000450435;ENSP00000450651;ENSP00000450802;ENSP00000451280;ENSP00000452079;ENSP00000452108;ENSP00000450554;ENSP00000450614	2.463550226	0.013254772
Q8TCT0-2;Q8TCT0	Ceramide kinase	CERK	ENSG00000100422	ENSP00000216264;ENSP00000400859	2.938968355	0.005346327
Q8TD57-3;Q8TD57	Dynein heavy chain 3, axonemal	DNAH3	ENSG00000158486	ENSP00000261383	4.10415721	0.000636752
Q8TDI0	Chromodomain-helicase-DNA-binding protein 5	CHD5	ENSG00000116254	ENSP00000262450;ENSP00000367238;ENSP00000433676;ENSP00000466440;ENSP00000466706;ENSP00000468624	3.198528807	0.003363426
Q8TF42	Ubiquitin-associated and SH3 domain-containing protein B	UBASH3B	ENSG00000154127	ENSP00000284273	1.327477663	0.107356759
Q8WUD1;Q8WUD1-2	Ras-related protein Rab-2B	RAB2B	ENSG00000129472	ENSP00000380869;ENSP00000405441;ENSP00000484914	0.159270766	0.793073208
Q8WVM8-2;Q8WVM8-3;Q8WVM8	Sec1 family domain-containing protein 1	SCFD1	ENSG00000092108	ENSP00000309417;ENSP00000379870;ENSP00000390783;ENSP00000443010;ENSP00000450546;ENSP00000450755;ENSP00000451064;ENSP00000451298;ENSP00000451811;ENSP00000452046;ENSP00000452178;ENSP00000452308;ENSP00000452323;ENSP00000452448	8.253568296	4.75E-07
Q8WW22-3;Q8WW22;Q8WW22-2	DnaJ homolog subfamily A member 4	DNAJA4	ENSG00000140403	ENSP00000339581;ENSP00000378321;ENSP00000378324;ENSP00000395191;ENSP00000407136;ENSP00000413499;ENSP00000438263;ENSP00000441946;ENSP00000443962	0.67048115	0.347845983
Q8WWA1-2;Q8WWA1;Q8WWA1-3	Transmembrane protein 40	TMEM40	ENSG00000088726	ENSP00000264728;ENSP00000322837;ENSP00000392140;ENSP00000396895;ENSP00000405740	2.204437232	0.02158053
Q8WXC6	Myeloma-overexpressed gene 2 protein	MYEOV2	ENSG00000172428	ENSP00000304147;ENSP00000383946;ENSP00000475979	4.716345518	0.000196582
Q92508;H0YB49;E7EUT2	Piezo-type mechanosensitive ion channel component 1	PIEZO1	ENSG00000103335	ENSP00000301015;ENSP00000333704;ENSP00000406358;ENSP00000428673;ENSP00000456373;ENSP00000456680	4.864892936	0.00014973
Q92556;Q92556-3;H7C0S6;H7C0N5;H7C3P3;Q92556-2	Engulfment and cell motility protein 1	ELMO1	ENSG00000155849	ENSP00000312185;ENSP00000379355;ENSP00000379360;ENSP00000391734;ENSP00000394458;ENSP00000395933;ENSP00000396465;ENSP00000397857;ENSP00000406610;ENSP00000406952;ENSP00000413108;ENSP00000416090	4.498468368	0.000302558
Q92608;E7ERW7;E5RFJ0;F6S220;Q92608-2;H0YB76	Dedicator of cytokinesis protein 2	DOCK2	ENSG00000134516	ENSP00000256935;ENSP00000393451;ENSP00000428841;ENSP00000428850;ENSP00000429283;ENSP00000438827	5.238180196	7.82E-05
Q92783-2;Q92783;A6NMU3;C9J1E5;O75886	Signal transducing adapter molecule 1	STAM	ENSG00000136738;ENSG00000115145	ENSP00000366721;ENSP00000366746;ENSP00000400025;ENSP00000263904	6.585579414	6.95E-06
Q92820	Gamma-glutamyl hydrolase	GGH	ENSG00000137563	ENSP00000260118	2.182012786	0.02251052
Q92835;H0Y5Q9;Q92835-3;Q92835-2	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1	INPP5D	ENSG00000168918;ENSG00000281614;ENSG00000168918	ENSP00000352575;ENSP00000405338;ENSP00000486669;ENSP00000487191;ENSP00000397421;ENSP00000414835;ENSP00000473280	0.972775633	0.202380565
Q92882	Osteoclast-stimulating factor 1	OSTF1	ENSG00000134996	ENSP00000340836	2.650874828	0.00928883
Q92900-2;Q92900	Regulator of nonsense transcripts 1	UPF1	ENSG00000005007	ENSP00000262803;ENSP00000470142	11.18157548	2.40E-09
Q92930;H0YNE9	Ras-related protein Rab-8B	RAB8B	ENSG00000166128	ENSP00000312734;ENSP00000453111;ENSP00000453236;ENSP00000453679;ENSP00000453982	0.357386078	0.576801787
Q93008-1;Q93008;O00507-2;O00507	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	USP9X	ENSG00000114374;ENSG00000124486	ENSP00000342812;ENSP00000406876;ENSP00000316357;ENSP00000367558;ENSP00000420570	6.081600101	1.78E-05
Q93033	Immunoglobulin superfamily member 2	CD101	ENSG00000134256	ENSP00000256652;ENSP00000358482	3.209176687	0.003318437
Q93050-3;Q93050-1;Q93050;B7Z641;B7Z2A9;K7EM24;K7EN36;K7EPG4;F5H1T6;K7ELZ6;K7EQW2;F5H847;F5GX48;K7ENA1;Q13488;Q9HBG4	V-type proton ATPase 116 kDa subunit a isoform 1;V-type proton ATPase subunit a	ATP6V0A1	ENSG00000105929;ENSG00000110719;ENSG00000185344;ENSG00000033627	ENSP00000253856;ENSP00000308122;ENSP00000376774;ENSP00000265686;ENSP00000431174;ENSP00000431437;ENSP00000432846;ENSP00000432957;ENSP00000434407;ENSP00000435023;ENSP00000436082;ENSP00000332247;ENSP00000441143;ENSP00000443441;ENSP00000443726;ENSP00000482236;ENSP00000264649;ENSP00000342951;ENSP00000377415;ENSP00000443991;ENSP00000446377;ENSP00000466290;ENSP00000466328;ENSP00000466767;ENSP00000466852;ENSP00000466878;ENSP00000467373;ENSP00000468001;ENSP00000468169;ENSP00000468177	3.446081735	0.002151719
Q95365;P30475	HLA class I histocompatibility antigen, B-38 alpha chain;HLA class I histocompatibility antigen, B-39 alpha chain	HLA-B	ENSG00000223532	ENSP00000400842	0.484824694	0.469549661
Q969E2-2;Q969E2	Secretory carrier-associated membrane protein 4	SCAMP4	ENSG00000227500	ENSP00000316007;ENSP00000386865;ENSP00000388185;ENSP00000465199;ENSP00000478264;ENSP00000479083;ENSP00000479672;ENSP00000481989	2.178299212	0.022534397
Q969X1;C9JEN3;C9IYT2;F8WDY4;C9IZ27;C9JW19;C9JWV9;B4DUD2;B3KSM0	Protein lifeguard 3	TMBIM1	ENSG00000135926	ENSP00000258412;ENSP00000380025;ENSP00000394946;ENSP00000395614;ENSP00000399345;ENSP00000399987;ENSP00000401491;ENSP00000403462;ENSP00000404709;ENSP00000405516;ENSP00000406744;ENSP00000408729;ENSP00000409738;ENSP00000410136;ENSP00000410771;ENSP00000412518;ENSP00000414572	3.214103116	0.003300479
Q96A65	Exocyst complex component 4	EXOC4	ENSG00000131558	ENSP00000253861;ENSP00000376868	0.801669515	0.278048074
Q96AJ9-1;Q96AJ9	Vesicle transport through interaction with t-SNAREs homolog 1A	VTI1A			2.992221595	0.004840493
Q96BJ3;Q96BJ3-3;Q96BJ3-2	Axin interactor, dorsalization-associated protein	AIDA	ENSG00000186063	ENSP00000339161;ENSP00000347964	2.497791786	0.012367226
Q9NVJ2;Q96BM9	ADP-ribosylation factor-like protein 8B;ADP-ribosylation factor-like protein 8A	ARL8B	ENSG00000134108;ENSG00000143862	ENSP00000256496;ENSP00000400831;ENSP00000402996;ENSP00000405196;ENSP00000479202;ENSP00000272217;ENSP00000485023	7.471794348	1.58E-06
Q96C19;H0Y4Y4;A0A087X1Z2;Q9BUP0-2;Q9BUP0;C9JTV4;Q8WYH2	EF-hand domain-containing protein D2	EFHD2	ENSG00000115468;ENSG00000142634	ENSP00000264059;ENSP00000386243;ENSP00000386556;ENSP00000386685;ENSP00000395119;ENSP00000401073;ENSP00000484568;ENSP00000365147;ENSP00000395153	2.038039611	0.029371221
Q96CS4	Zinc finger protein 689	ZNF689	ENSG00000156853	ENSP00000287461;ENSP00000482634	1.578170639	0.068634819
Q96CV9-3;Q96CV9-2;Q96CV9;H7C1H4	Optineurin	OPTN	ENSG00000123240	ENSP00000263036;ENSP00000368021;ENSP00000368022;ENSP00000368027;ENSP00000368032;ENSP00000368040;ENSP00000400356;ENSP00000414747;ENSP00000481473;ENSP00000484961	5.802090488	2.84E-05
Q96E17	Ras-related protein Rab-3C	RAB3C	ENSG00000152932	ENSP00000282878	2.42354703	0.014276371
Q96EC8	Protein YIPF6	YIPF6	ENSG00000181704	ENSP00000363751;ENSP00000401799;ENSP00000417573	2.321326769	0.017309298
Q96IX5	Up-regulated during skeletal muscle growth protein 5	USMG5	ENSG00000173915	ENSP00000311245;ENSP00000337705;ENSP00000358826;ENSP00000358830;ENSP00000358840	7.204414567	2.47E-06
Q96JJ7;Q96JJ7-2	Protein disulfide-isomerase TMX3	TMX3	ENSG00000166479	ENSP00000299608;ENSP00000402605;ENSP00000455234;ENSP00000456453;ENSP00000456587;ENSP00000457074;ENSP00000457262;ENSP00000458132	0.653652412	0.357749287
S4R3V7;S4R434;Q96MV1	Transmembrane protein 56	TMEM56-RWDD3	ENSG00000152078;ENSG00000271092	ENSP00000359222;ENSP00000395364;ENSP00000417043;ENSP00000474793;ENSP00000475025	2.88383807	0.005914457
Q96NA2	Rab-interacting lysosomal protein	RILP	ENSG00000167705;ENSG00000274145	ENSP00000301336;ENSP00000481849	2.290525623	0.018398244
Q96PD5;Q96PD5-2;M0R2W8	N-acetylmuramoyl-L-alanine amidase	PGLYRP2	ENSG00000161031	ENSP00000292609;ENSP00000345968;ENSP00000470112;ENSP00000472856	2.38000499	0.015555542
Q96PL5;X6R4N5	Erythroid membrane-associated protein	ERMAP	ENSG00000164010	ENSP00000332439;ENSP00000361592;ENSP00000361595	2.746001425	0.007671829
Q96RF0-2					0.040108939	0.951007917
Q96RI0	Proteinase-activated receptor 4	F2RL3	ENSG00000127533	ENSP00000248076;ENSP00000471518	2.866996533	0.006077417
Q96RT1-7;Q96RT1-6;Q96RT1-4;Q96RT1-5;Q96RT1-3;Q96RT1-9;Q96RT1-2;Q96RT1;Q96RT1-8;B4DIP2	Protein LAP2	ERBB2IP	ENSG00000112851	ENSP00000284037;ENSP00000370322;ENSP00000370325;ENSP00000370330;ENSP00000397833;ENSP00000422015;ENSP00000422766;ENSP00000423959;ENSP00000425728;ENSP00000426632	2.90606217	0.005680214
Q96S97;C9JJV6;C9JZL8;C9J5M0;C9JC07	Myeloid-associated differentiation marker	MYADM	ENSG00000179820	ENSP00000337222;ENSP00000375648;ENSP00000375649;ENSP00000375650;ENSP00000375651;ENSP00000398269;ENSP00000399722;ENSP00000404958;ENSP00000416919	1.967477837	0.033721674
Q96TA1-2;Q96TA1	Niban-like protein 1	FAM129B	ENSG00000136830	ENSP00000362409;ENSP00000362411	2.021674184	0.030180322
Q96TC7;H0YLG5;H0YNE5;H0YMB1;Q96TC7-2	Regulator of microtubule dynamics protein 3	RMDN3	ENSG00000137824	ENSP00000260385;ENSP00000342493;ENSP00000453199;ENSP00000453357;ENSP00000453535;ENSP00000453978	2.182715698	0.02251052
Q99714;Q99714-2;Q5H928	3-hydroxyacyl-CoA dehydrogenase type-2	HSD17B10	ENSG00000072506	ENSP00000168216;ENSP00000364447;ENSP00000364453	3.057378179	0.004359641
Q99805	Transmembrane 9 superfamily member 2	TM9SF2	ENSG00000125304	ENSP00000365567	1.114636897	0.158026448
Q99808;Q99808-2	Equilibrative nucleoside transporter 1	SLC29A1	ENSG00000112759	ENSP00000360773;ENSP00000360778;ENSP00000360789;ENSP00000360796;ENSP00000360805;ENSP00000360820;ENSP00000377424;ENSP00000377427;ENSP00000392668	1.936581182	0.035717146
Q99961;M0QYE0;M0R0I3;Q99961-3;Q99961-2;Q99962	Endophilin-A2	SH3GL1	ENSG00000141985;ENSG00000107295	ENSP00000269886;ENSP00000404568;ENSP00000469766;ENSP00000470792;ENSP00000471260;ENSP00000472640;ENSP00000369981	2.663061768	0.009094083
Q9BRF8;Q9BRF8-3;Q9BRF8-2	Serine/threonine-protein phosphatase CPPED1	CPPED1	ENSG00000103381	ENSP00000261660;ENSP00000371193;ENSP00000411127	1.530616898	0.07558484
Q9BS26	Endoplasmic reticulum resident protein 44	ERP44	ENSG00000023318	ENSP00000262455	2.268881491	0.019187021
Q9BSJ8;Q9BSJ8-2	Extended synaptotagmin-1	ESYT1	ENSG00000139641	ENSP00000267113;ENSP00000377612;ENSP00000447756	7.42184728	1.72E-06
Q9BTU6;E9PAM4	Phosphatidylinositol 4-kinase type 2-alpha	PI4K2A	ENSG00000155252;ENSG00000249967	ENSP00000359665;ENSP00000359683	6.196124857	1.51E-05
Q9BX67-2;Q9BX67	Junctional adhesion molecule C	JAM3	ENSG00000166086	ENSP00000299106;ENSP00000395742;ENSP00000432455;ENSP00000433206	0.666839064	0.349549642
Q9BX68	Histidine triad nucleotide-binding protein 2, mitochondrial	HINT2	ENSG00000137133	ENSP00000259667	5.319437456	6.77E-05
Q9BX97	Plasmalemma vesicle-associated protein	PLVAP	ENSG00000130300	ENSP00000252590;ENSP00000469369;ENSP00000472928	3.600043703	0.001633459
Q9BY12-3;Q9BY12-2;Q9BY12	S phase cyclin A-associated protein in the endoplasmic reticulum	SCAPER	ENSG00000140386	ENSP00000326924;ENSP00000442190;ENSP00000454973;ENSP00000455231;ENSP00000455378;ENSP00000455623;ENSP00000455751;ENSP00000456065;ENSP00000456508;ENSP00000456987;ENSP00000457234;ENSP00000457382;ENSP00000457434	2.363787989	0.016016103
Q9BZQ8	Protein Niban	FAM129A	ENSG00000135842	ENSP00000356481;ENSP00000414039	5.807484579	2.84E-05
Q9H1C7	Cysteine-rich and transmembrane domain-containing protein 1	CYSTM1	ENSG00000120306	ENSP00000261811	1.775050616	0.04813773
Q9H2G2-2;Q9H2G2	STE20-like serine/threonine-protein kinase	SLK	ENSG00000065613	ENSP00000336824;ENSP00000358770	1.21722297	0.130686362
Q9H2K8;G3V1Q8;F5GWV8;F5H5C7	Serine/threonine-protein kinase TAO3	TAOK3	ENSG00000135090	ENSP00000376317;ENSP00000416374;ENSP00000437389;ENSP00000438766;ENSP00000438820;ENSP00000439620;ENSP00000440315;ENSP00000441071;ENSP00000441932;ENSP00000442541;ENSP00000443465;ENSP00000443487;ENSP00000443834;ENSP00000444057	1.235711894	0.126135139
Q9H2U2;Q9H2U2-2;H0Y9D8;Q9H2U2-6;Q9H2U2-3;D6R967;Q9H2U2-4	Inorganic pyrophosphatase 2, mitochondrial	PPA2	ENSG00000138777	ENSP00000273977;ENSP00000313061;ENSP00000340352;ENSP00000343885;ENSP00000389957;ENSP00000421177;ENSP00000422405;ENSP00000422738;ENSP00000423363;ENSP00000423467;ENSP00000423889;ENSP00000424988;ENSP00000426347;ENSP00000427375	6.107530441	1.69E-05
Q9H3G5;H7C0X5;H7C218;C9JLV0;C9J6L4;C9JI22	Probable serine carboxypeptidase CPVL	CPVL	ENSG00000106066	ENSP00000265394;ENSP00000379572;ENSP00000387164;ENSP00000395690;ENSP00000397327;ENSP00000403580;ENSP00000409036;ENSP00000412857;ENSP00000413287;ENSP00000417015;ENSP00000479581;ENSP00000481092	6.620782333	6.51E-06
Q9H3N1;G3V448	Thioredoxin-related transmembrane protein 1	TMX1	ENSG00000139921	ENSP00000393316;ENSP00000451585	1.924784179	0.036456304
Q9H3S7	Tyrosine-protein phosphatase non-receptor type 23	PTPN23	ENSG00000076201	ENSP00000265562;ENSP00000396328;ENSP00000473266	2.235463768	0.02056075
Q9H4E7;G3V2J3;G3V333	Differentially expressed in FDCP 6 homolog	DEF6	ENSG00000118307;ENSG00000023892	ENSP00000313141;ENSP00000346126;ENSP00000379310;ENSP00000379313;ENSP00000437373;ENSP00000450703;ENSP00000451011;ENSP00000451232;ENSP00000451813;ENSP00000319831;ENSP00000415357	3.432920751	0.002196179
Q9H4G4;Q5VZR0;A0A088AWP7;A0A087WUM5	Golgi-associated plant pathogenesis-related protein 1	GLIPR2	ENSG00000122694	ENSP00000367195;ENSP00000367196;ENSP00000379857;ENSP00000478768	4.668284196	0.000215947
Q9HAV0;C9JD14;H7C5J5	Guanine nucleotide-binding protein subunit beta-4	GNB4	ENSG00000114450	ENSP00000232564;ENSP00000419693;ENSP00000420066;ENSP00000420606	3.502265412	0.001961831
Q9HCM2;Q9HCM2-4;Q9HCM2-2;Q9HCM2-3;Q9UIW2	Plexin-A4	PLXNA4	ENSG00000114554;ENSG00000221866	ENSP00000377061;ENSP00000323194;ENSP00000352882;ENSP00000367800;ENSP00000392772	1.404919657	0.095190874
Q9HD89	Resistin	RETN	ENSG00000104918	ENSP00000221515;ENSP00000370725;ENSP00000485998	1.180108082	0.140531672
Q9NNX6-6;Q9NNX6;M0QZG5;Q9NNX6-7;Q9NNX6-10;Q9NNX6-2;Q9NNX6-5;Q9NNX6-12;Q9NNX6-3;Q9NNX6-11;M0R0P0;Q9NNX6-8;M0QZ42;M0QYX2;H7BXU4;E7ENS9;Q9H2X3-10;Q9H2X3-4;Q9H2X3-6;Q9H2X3-7;Q9H2X3-2;Q9H2X3-9;Q9H2X3-3;Q9H2X3-5;Q9H2X3-8;Q9H2X3;X6RB12;Q9NNX6-9;Q9NNX6-4	CD209 antigen	CD209	ENSG00000104938;ENSG00000090659	ENSP00000248228;ENSP00000316228;ENSP00000335228;ENSP00000351954;ENSP00000377680;ENSP00000470132;ENSP00000470137;ENSP00000470286;ENSP00000471125;ENSP00000471132;ENSP00000204801;ENSP00000315407;ENSP00000315477;ENSP00000346373;ENSP00000377716;ENSP00000377728;ENSP00000468827;ENSP00000470530;ENSP00000470658;ENSP00000471137;ENSP00000471348	1.644820018	0.061484749
Q9NP58-4;Q9NP58;H7BXK9;Q2M3G0-1;Q2M3G0	ATP-binding cassette sub-family B member 6, mitochondrial	ABCB6	ENSG00000004846;ENSG00000115657	ENSP00000258738;ENSP00000383899;ENSP00000384881;ENSP00000398692;ENSP00000406730;ENSP00000265316;ENSP00000295750;ENSP00000392988;ENSP00000401811;ENSP00000404006;ENSP00000414646	2.85852532	0.006181935
Q9NP59;E7ES28	Solute carrier family 40 member 1	SLC40A1	ENSG00000138449	ENSP00000261024;ENSP00000390005;ENSP00000392730;ENSP00000396134;ENSP00000413549	2.059176488	0.028325044
Q9NP72;Q5W0J0;A0A087X163;Q9NP72-3;Q9NP72-2	Ras-related protein Rab-18	RAB18	ENSG00000099246	ENSP00000349415;ENSP00000364960;ENSP00000407872;ENSP00000439321;ENSP00000478479;ENSP00000483927	3.541356666	0.001799716
Q9NPY3	Complement component C1q receptor	CD93	ENSG00000125810	ENSP00000246006	2.109078301	0.025523058
Q9NRK6	ATP-binding cassette sub-family B member 10, mitochondrial	ABCB10	ENSG00000135776	ENSP00000355637	8.545949779	2.88E-07
Q9NRX5	Serine incorporator 1	SERINC1	ENSG00000111897	ENSP00000342962	3.639811118	0.001540031
Q9NS69	Mitochondrial import receptor subunit TOM22 homolog	TOMM22	ENSG00000100216	ENSP00000216034	2.612538336	0.010008953
Q9NUQ9;E5RI16;Q9NUQ9-2;E5RJL8;A0A1W2PRQ0;E5RJE1;E5RIR8;A0A087X178;E5RGI7;E5RK61;E5RFS4;E5RHU5;Q9H0Q0	Protein FAM49B	FAM49B	ENSG00000197872;ENSG00000153310	ENSP00000370724;ENSP00000384771;ENSP00000388979;ENSP00000392154;ENSP00000384880;ENSP00000427994;ENSP00000428117;ENSP00000429051;ENSP00000429074;ENSP00000429078;ENSP00000429150;ENSP00000429499;ENSP00000429659;ENSP00000429802;ENSP00000429860;ENSP00000429978;ENSP00000430127;ENSP00000430412;ENSP00000430433;ENSP00000430434;ENSP00000430674;ENSP00000430694;ENSP00000430806;ENSP00000483964	3.034778043	0.004494282
Q9NVH1-3;Q9NVH1-2;Q9NVH1;B1AK20;Q5TH61	DnaJ homolog subfamily C member 11	DNAJC11	ENSG00000007923	ENSP00000294401;ENSP00000366800;ENSP00000410194;ENSP00000415871	2.558394071	0.011088174
Q9NVI7-2;Q9NVI7;H0Y2W2;Q9NVI7-3;Q5T9A4;Q5SV16;Q5T9A4-3;Q5T9A4-2	ATPase family AAA domain-containing protein 3A;ATPase family AAA domain-containing protein 3B	ATAD3A	ENSG00000197785;ENSG00000160072	ENSP00000339421;ENSP00000368030;ENSP00000368031;ENSP00000383631;ENSP00000439290;ENSP00000311766	5.509128656	4.68E-05
Q9NX14;Q9NX14-2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	NDUFB11	ENSG00000147123	ENSP00000276062;ENSP00000367042	5.583714513	4.20E-05
Q9NYU2-2;Q9NYU2	UDP-glucose:glycoprotein glucosyltransferase 1	UGGT1	ENSG00000136731	ENSP00000259253;ENSP00000365913;ENSP00000389441;ENSP00000392701;ENSP00000400426	1.875691853	0.039761614
Q9NZI8-2;Q9NZI8	Insulin-like growth factor 2 mRNA-binding protein 1	IGF2BP1	ENSG00000159217	ENSP00000290341;ENSP00000389135	0.110504623	0.858254707
Q9NZP8;F5H2Z5;F5GWF3	Complement C1r subcomponent-like protein	C1RL	ENSG00000139178	ENSP00000266542;ENSP00000437398;ENSP00000437569;ENSP00000438286;ENSP00000438951;ENSP00000439180;ENSP00000441885;ENSP00000442611;ENSP00000444157	1.399979369	0.095771149
Q9P0L0;Q9P0L0-2;J3QKM9	Vesicle-associated membrane protein-associated protein A	VAPA	ENSG00000101558	ENSP00000345656;ENSP00000382880;ENSP00000463155	4.425229636	0.000352597
Q9P1Q0-3;Q9P1Q0-4;Q9P1Q0-2;Q9P1Q0	Vacuolar protein sorting-associated protein 54	VPS54	ENSG00000143952	ENSP00000272322;ENSP00000346499;ENSP00000386980;ENSP00000414725	2.706637312	0.008340947
Q9UBS4;H7C2Y5	DnaJ homolog subfamily B member 11	DNAJB11	ENSG00000090520	ENSP00000265028;ENSP00000408410;ENSP00000414398;ENSP00000440189	1.109287194	0.159265237
Q9UDW1;Q9UDW1-2	Cytochrome b-c1 complex subunit 9	UQCR10	ENSG00000184076	ENSP00000332887;ENSP00000384962;ENSP00000482098	3.945727279	0.000856181
Q9UEU0;Q9UEU0-2;J3KMW2;G3V5I2;H0YJL5	Vesicle transport through interaction with t-SNAREs homolog 1B	VTI1B	ENSG00000100568	ENSP00000216456;ENSP00000450731;ENSP00000451661;ENSP00000451759;ENSP00000452366	7.482098034	1.58E-06
Q9UEY8-2;Q9UEY8	Gamma-adducin	ADD3	ENSG00000148700	ENSP00000277900;ENSP00000348381;ENSP00000353286;ENSP00000480646	2.457862535	0.01335838
Q9UFN0;Q9BS92	Protein NipSnap homolog 3A	NIPSNAP3A	ENSG00000165028;ENSG00000136783	ENSP00000363894;ENSP00000435209;ENSP00000363899	5.008473851	0.000113746
Q9UHQ9;H7C0R7	NADH-cytochrome b5 reductase 1	CYB5R1	ENSG00000159348	ENSP00000356218;ENSP00000396382	3.137863205	0.003766206
Q9UI08-5;Q9UI08;Q9UI08-2;Q9UI08-4;Q9UI08-3;H0YJN0;G3V5F7;G3V2K5;G3V3G2;G3V535;A0A087WYI2	Ena/VASP-like protein	EVL	ENSG00000196405	ENSP00000376652;ENSP00000384720;ENSP00000437904;ENSP00000450723;ENSP00000450979;ENSP00000451226;ENSP00000451761;ENSP00000451821;ENSP00000452156;ENSP00000452327;ENSP00000481825	1.641082132	0.061690841
Q9UII2;A0A0B4J230;Q9UII2-3;Q9UII2-2	ATPase inhibitor, mitochondrial	ATPIF1	ENSG00000130770	ENSP00000335203;ENSP00000435341;ENSP00000435579;ENSP00000437337	0.065436791	0.918647234
Q9UIJ7;Q9UIJ7-2;Q9UIJ7-3	GTP:AMP phosphotransferase AK3, mitochondrial	AK3	ENSG00000147853	ENSP00000352948;ENSP00000371230;ENSP00000413933;ENSP00000482308	5.438928538	5.26E-05
Q9UIQ6-3;Q9UIQ6-2;Q9UIQ6	Leucyl-cystinyl aminopeptidase;Leucyl-cystinyl aminopeptidase, pregnancy serum form	LNPEP	ENSG00000113441	ENSP00000231368;ENSP00000379117	3.562049395	0.00172728
Q9UJC5	SH3 domain-binding glutamic acid-rich-like protein 2	SH3BGRL2	ENSG00000198478	ENSP00000358853	0.822450831	0.267624496
Q9UJU6-2;B4DDD6;Q9UJU6-6;Q9UJU6-3;Q9UJU6-4	Drebrin-like protein	DBNL	ENSG00000136279	ENSP00000390397;ENSP00000392113;ENSP00000397855;ENSP00000398931;ENSP00000400817;ENSP00000403372;ENSP00000405343;ENSP00000410681;ENSP00000411701;ENSP00000415173;ENSP00000415395;ENSP00000416421;ENSP00000417653;ENSP00000417749;ENSP00000418006;ENSP00000418301;ENSP00000418978;ENSP00000419992	0.665928173	0.349946792
Q9UJW0-2;Q9UJW0;Q9UJW0-3	Dynactin subunit 4	DCTN4	ENSG00000132912	ENSP00000411251;ENSP00000414906;ENSP00000416968;ENSP00000428987;ENSP00000429489;ENSP00000430183;ENSP00000430993;ENSP00000431042;ENSP00000487323	2.175214828	0.02259252
Q9UKY7-2;Q9UKY7;D6RAV0;D6RFH2;D6R9V8;H0Y8K3;Q9UKY7-3	Protein CDV3 homolog	CDV3	ENSG00000091527	ENSP00000264993;ENSP00000391955;ENSP00000413272;ENSP00000421340;ENSP00000421495;ENSP00000422866;ENSP00000423349;ENSP00000424742;ENSP00000425297	0.573634966	0.404698852
Q9ULC4-2;Q9ULC4;Q9ULC4-3	Malignant T-cell-amplified sequence 1	MCTS1	ENSG00000232119	ENSP00000360365;ENSP00000360367	0.505168557	0.453778434
Q9ULE4	Protein FAM184B	FAM184B	ENSG00000047662	ENSP00000265018	0.728269082	0.315745982
Q9UM07	Protein-arginine deiminase type-4	PADI4	ENSG00000159339;ENSG00000280908	ENSP00000364597;ENSP00000487021	4.674813524	0.000213906
Q9UNW1-4;Q9UNW1;Q9UNW1-3;Q9UNW1-2	Multiple inositol polyphosphate phosphatase 1	MINPP1	ENSG00000107789	ENSP00000361062;ENSP00000361064;ENSP00000437823	2.737230793	0.007810004
Q9UPN7;K7EM28	Serine/threonine-protein phosphatase 6 regulatory subunit 1	PPP6R1	ENSG00000105063	ENSP00000414202;ENSP00000466332;ENSP00000467521	1.871134931	0.040033503
Q9Y232-3;Q9Y232-4;Q9Y232-2;Q9Y232	Chromodomain Y-like protein	CDYL	ENSG00000153046	ENSP00000330512;ENSP00000340908;ENSP00000380718;ENSP00000394076;ENSP00000394740	0.381706057	0.551526563
Q9Y277;Q9Y277-2;E5RFP6;E5RJN6;E5RHZ6;E5RHE1;E5RK27;E5RFL1	Voltage-dependent anion-selective channel protein 3	VDAC3	ENSG00000078668	ENSP00000022615;ENSP00000428029;ENSP00000428519;ENSP00000428845;ENSP00000428977;ENSP00000429006;ENSP00000430373;ENSP00000430908	3.035862004	0.004494282
